store_name,Overall_Rating,name,Rating,text,publishedAtDate
Shell Recharge Charging Station 923-931 Fulham Rd. London SW6 5HY,3.9,Grant Clarke,1,Received a £100 fine for parking here for 25 minutes while I did my shopping.,2024-11-25T14:05:48.288Z
Shell 171 High St London West Wickham BR4 0LU,3.2,Mark Jenner,1,"Rude and unhelpful member of staff on this evening, I was unable to get the car wash to accept a ticket I purchased  and the staff member through the ticket back into my car and walked off offering no assistance, totally useless.",2024-11-25T18:31:52.631Z
Shell Park Royal Royale Leisure Park Dukes Rd London W3 0BX,3.6,Sarah Woodrow,5,Clean and tidy. Friendly staff,2024-11-25T20:53:02.905Z
Shell Staines Rd Twickenham TW2 5JA,2.9,Ch Faisal Kalair,5,"I visited the Shell garage yesterday morning and was pleasantly greeted by the young man at the counter. He was very friendly and helpful, as was the female employee who was busy filling the Costa machine. They both went out of their way to assist me, and I am very grateful for their excellent customer service.",2024-11-26T09:22:54.936Z
Shell Park Royal Royale Leisure Park Dukes Rd London W3 0BX,3.6,Clive Brown,4,"Always expensive, well stocked shop the staff member I spoke to had less charisma than a pair of holy socks!",2024-11-26T19:39:05.995Z
Shell 222-224 Fulham Palace Rd London W6 9NT,2.9,John O'Flaherty,1,The staff in this petrol station are the rudest people I have ever met. This is not just me as other friends of mine now refuse to get petrol or shop there until the staff are changed,2024-11-28T07:51:54.407Z
Shell 790 Great Cambridge Rd Enfield EN1 4JP,4.1,Sohaib Arshad,1,In my last visit when i was going to fill up the fuel he called me at counter and said i need to check your id or your physical card. I said i have contactless payment in my phone. That is pathetic service and behaviour the guy with long hairs can’t even speak English properly and was asking that I can’t allow you to fill up until you show something later on he was asking how much you have to fill i said i will fill and i don’t know how much it will be. I had to leave from there without filling up. That is pathetic behaviour. This is not first time i went there but this happened for first time. Should train staff properly.,2024-11-30T00:06:07.903Z
Shell 262 York Rd London SW18 1TP,3.5,Tadhg Alyward,1,Remy doesn't seem to understand English,2024-12-02T04:15:33.755Z
Shell Worple Rd Raynes Park London SW20 8RE,3.5,edward Mal,1,"cant speak english/attacked me.
police are involved.
cant go into further details until the case goes to court.",2024-12-02T06:03:14.194Z
Shell Worple Rd Raynes Park London SW20 8RE,3.5,Moon Mine,1,fire revey,2024-12-02T06:04:45.076Z
Shell 445-453 Wick Ln Bow London E3 2TB,3.3,s j,1,"I'm afraid to go there again to return it to Amazon, the first time  I went there staff said the machine was broken and told me to go back tomorrow, the next day I went there and just flipped me the bird..",2024-12-03T19:16:59.984Z
Shell London Rd Virginia Water GU25 4QF,3.1,Steve Bryson,1,"DO NOT CHARGE YOUR EV AT THIS LOCATION, or any Shell.

Pulled in to charge EV. Plugged in around 10am, it wasn't noticed that the car wasn't actually charging as the unit was malfunctioning so was sitting in it for nothing. Moved to a different charger, eventually left with a full charge at 12.

Received PCN for overstaying. Appeal was rejected by Euro Car Parks on that basis that the parking limit at this site is 20mins. What EV can charge in 20mins? Don't use this site to charge, or any site controlled by Euro Car Parks.",2024-12-06T12:07:03.484Z
Shell 300 W End Rd Ruislip HA4 6QQ,3.6,Simona Simeonava,5,Excellent customer service,2024-12-06T14:40:34.067Z
Shell 445-453 Wick Ln Bow London E3 2TB,3.3,Niamh Keohane,1,I am really so disappointed - went to seek help from the guy who was working overnight as my key broke to my house and had no battery on my phone at 4am in the morning  - he basically laughed in my face and refused to let me charge my phone or try help me in any way. I was very upset by this in what was a scary vulnerable situation for me.,2024-12-08T08:05:17.918Z
Shell 360 Verdant Ln London SE6 1TP,3.7,Przemek M,3,There is no toilet for disabled persons!,2024-12-09T11:11:30.251Z
Shell 279-289 N Woolwich Rd London E16 2BB,1.6,Victor Opris,1,Do not use the services of these incompetents. They steal your money directly. I came to use the air pump. I was charged 4 times and I could not use that scam. I go to the guy at the station and tell him what happened. He gives me a phone number that does not connect and tells me to come another day. 🤮🤮🤮,2024-12-09T15:54:04.008Z
Tottenham Service Station 311 The Roundway London N17 7AB,4.1,judith Archer,4,"The service station is very close to where I live,  It's a local and convenient place to go and  get petrol,  If i was to be low on as I'm just around the corner from the petrol station.",2024-12-09T17:45:55.038Z
Shell N Orbital Rd Denham Uxbridge UB9 5EY,3.4,Martin Chalk,4,"Good forecourt, nice waitrose, friendly people - usuriously overpriced electric charging.",2024-12-10T10:07:05.939Z
Shell London Rd Virginia Water GU25 4QF,3.1,Jamie Hutchison,2,"SPOILER: £100 parking charge for using SHELL garage as paying customer.

Came here to use the car wash facilities. Had to queue in the shop to get the voucher for cash wash. I asked if the vacuum took pound coins he said yes, so I asked for cash back, he said I would need to go to cash point.

I queued for the car wash, then had the car wash. Then queue again to get cash for vacuum. Vacuumed the car manually only to find it took cards anyway, no big deal. Carried on. Went back to shop for a drink. No big deal but stuck waiting for a another car to move for a minute or so. Left and thought no more about it.

FEW DAYS LATER £100 CHARGE for parking whilst using SHELL services. Outrageous that a paying customer who is simply using the garage can be fined for using your services. SHELL please contact eurocarparks.com and have my charge for 12 August waived BMW GW55

Update: Charge was refunded, but not a good experience",2024-12-10T11:17:29.453Z
Shell 22-24 Lower Richmond Rd. Richmond TW9 4LH,3.4,Owears lindsay,5,"Helpful and courteous, always.",2024-12-11T06:35:39.896Z
Shell 112-122 Gipsy Hill London SE19 1PL,3.8,Andrea Juliet,5,"Hii there.  I'm hear to appreciate guy doing night shift is awesome.  Whenever I visit, he promotes every offers in shop. He proved a best salesmanship.",2024-12-11T10:59:38.139Z
Little Waitrose At Shell Holloway 104-116 Holloway Rd London N7 8JE,4.3,Marco Freitas,5,Nice,2024-12-12T07:50:55.426Z
Shell 134 West Hill London SW15 2UE,3.6,SJ S,1,Shamelessly expensive fuel. All hail to greedy profiteering,2024-12-14T02:47:00.983Z
Shell 237-239 Roehampton Ln London SW15 4JZ,3.2,SJ S,1,"Shamelessly expensive, profiteering and unjustifiable cut throat fuel prices",2024-12-14T02:57:46.155Z
Shell 289 Merton Rd London SW18 5JS,3.4,Spamuel Spamalot,1,"I got scammed too, just like the lady before. Fortunately I realised half way through and stopped and did the maths. When I looked up, I could see the attendant smirking at me.

If he was just an employee then I would expect him to sympathise with my “mistake”, but instead he tried to justify the nasty trick. Shame on you.

I suggest to avoid this place. I won’t be back.",2024-12-14T17:35:54.125Z
Shell A402 104-105 Bayswater Rd London W2 3HJ,2.7,Dan,3,Not a bad range of food for a petrol station staff are normally quite pleasant abit annoying that they don't take cash past 2300,2024-12-14T23:49:40.639Z
Shell 109-113 York Wy London N7 9QE,3.8,九信10李文瑀,5,Shell is hands down the best place for quick and reliable service! The staff are courteous and always go above and beyond to meet your needs. I love the cleanliness and the attention to detail. I’ll definitely keep coming back!,2024-12-15T20:41:38.120Z
Shell 409 Kilburn High Rd London NW6 7QE,3.2,Agata Alicja,5,Exceptional service. A cashier Ruben went out of his way to accept my parcel that none other places would.,2024-12-16T05:57:00.338Z
Shell 134 West Hill London SW15 2UE,3.6,Ryan Simpson,1,"We stopped in here on the way through for refreshments only to be landed with a £100 fine a week later (£60 if paid promptly) for the privilege of visiting and spending our money there but apparently over staying our welcome by parking for too long.
Some clear visible signs could have avoided this cost for myself and lots of other motorists by the look of things, but then I guess they’re kept discreet for this very reason.",2024-12-16T07:26:06.190Z
Shell 383 Edgware Rd London NW2 6LD,3.6,Valentina Galindo,1,It's not 24h at all!,2024-12-16T17:28:27.529Z
Shell 45 Russell Ln London N20 0BB,4,Galin Pastrakov,5,Lovely,2024-12-18T06:44:22.422Z
Shell 29-31 Hanger Ln London W5 3HJ,3.4,Dean Ash,1,"Just been to the shell garage Hanger Lane.

I used to visit Hanger Lane Shell garage almost daily for home essentials, but since the recent change in ownership, (or management 🤷🏼‍♂️) the experience has drastically declined. The shelves are often empty, prices have become unreasonable, and the new staff are incredibly rude. Even the shopping bags are of poor quality. This place has gone downhill, and I won’t be returning.",2024-12-19T20:23:26.655Z
Shell 53 Sewardstone Rd London E4 7TA,3.4,Roy Salfarlie,5,"I use this Shell petrol station quite a lot. Shopping mainly.
Never have any issues and the staff are always very friendly and helpful.",2024-12-20T15:31:44.922Z
Little Waitrose At Shell Holloway 104-116 Holloway Rd London N7 8JE,4.3,Aman Sharma,5,"excellent service
staff needs to more improvement while handling",2024-12-20T22:52:02.659Z
Shell B466 55 High Rd Ickenham Uxbridge UB10 8LF,3,Maxim,1,"I visited today for a jet car wash and had an unpleasant experience. When I approached the counter and greeted the staff with a ""Hi,"" the lady behind the counter didn’t even acknowledge me. Instead, she simply gestured for me to wait with her finger as she counted cash. I stood there patiently for a few more minutes while she finished her tasks, prioritizing everything else over serving a customer.

When she finally addressed me, I asked for a ""12-minute car wash."" She made me repeat myself multiple times, likely due to her limited English skills. After she handed me the receipt with the code for the jet washer, I tried to confirm where the code was located on the receipt. However, she completely ignored me again and didn’t even provide a proper sale receipt.

Overall, this was one of the worst customer service experiences I’ve ever had.

Time: 09-12-2024, 14:44. Cashier 0956

UPD: After contacting Shell’s customer support, I spoke with Mateusz, who offered nothing beyond a generic apology. There was no gesture of goodwill or effort to resolve the issue. Most of his emails were simply copy-pasted responses from their manual, repeatedly stating that the station is operated by a retailer and not Shell directly. This lack of accountability and disregard for customer concerns is deeply disappointing. With such disrespect for their customers, I would strongly recommend avoiding Shell altogether.",2024-12-21T16:19:13.718Z
